,Id,PID,Lot Area,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,BsmtFin Type 1,Central Air,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Cars,Paved Drive,SalePrice
482,2118,906475110,12205,Inside,ClearCr,Norm,1Fam,2Story,6,8,1966,2007,LwQ,Y,2087,2,1,5,1,Gd,9,0,2.0,Y,187500
483,870,907275010,15750,FR3,CollgCr,Feedr,1Fam,1Story,8,5,1999,2000,GLQ,Y,1513,2,0,2,1,Gd,5,1,2.0,Y,220000
484,1875,534201040,8050,Inside,NAmes,Norm,1Fam,1Story,5,6,1967,1993,ALQ,Y,1107,1,0,3,1,Gd,5,0,1.0,Y,127000
485,155,535327140,7200,Inside,NAmes,Norm,1Fam,1Story,5,7,1955,2007,NB,Y,827,1,0,2,1,TA,5,1,1.0,Y,107500
486,1318,902328040,6300,Inside,OldTown,Norm,1Fam,2.5Unf,6,6,1914,2001,Unf,Y,1484,2,0,3,1,TA,9,1,0.0,Y,128000
487,1285,902100030,5232,Inside,OldTown,Artery,1Fam,1Story,5,5,1925,2004,Unf,N,764,1,0,2,1,TA,4,0,2.0,N,73000
488,2400,528164040,11846,Inside,NridgHt,Norm,1Fam,1Story,9,5,2003,2004,GLQ,Y,1792,2,0,2,1,Ex,6,1,3.0,Y,374000
489,1068,528178070,16900,Inside,NridgHt,Norm,1Fam,2Story,8,5,2001,2002,GLQ,Y,2649,2,1,4,1,Gd,10,1,3.0,Y,421250
490,361,527164060,9636,Corner,Gilbert,Norm,1Fam,2Story,6,5,1992,1993,Unf,Y,1593,2,1,3,1,TA,7,1,2.0,Y,178000
491,1493,908128050,10012,Inside,Edwards,Norm,1Fam,SFoyer,4,5,1972,1972,BLQ,Y,1181,2,0,3,1,TA,6,0,2.0,Y,137500
492,1110,528390020,14303,Corner,NoRidge,Norm,1Fam,1Story,8,5,1994,1994,GLQ,Y,1987,2,0,2,1,Gd,7,1,2.0,Y,301500
493,911,909250080,5707,Inside,SWISU,Feedr,1Fam,2Story,6,6,1935,1950,Unf,Y,1242,1,1,3,1,TA,6,1,1.0,Y,105000
494,2535,534201260,9360,Inside,NAmes,Feedr,1Fam,1Story,6,7,1968,2004,ALQ,Y,976,1,0,2,1,Gd,4,1,2.0,Y,157500
495,2030,903430050,5680,Inside,OldTown,Norm,1Fam,1.5Fin,5,3,1901,1950,Unf,N,1214,1,0,2,1,TA,6,0,1.0,N,117000
496,2634,535478090,7000,Inside,NAmes,Artery,1Fam,1Story,5,6,1962,1962,BLQ,Y,864,1,0,3,1,TA,5,0,1.0,Y,105000
497,1530,909256060,10480,Inside,SWISU,Norm,1Fam,1.5Fin,6,5,1936,1950,Unf,Y,1639,1,0,3,1,TA,6,0,1.0,Y,115000
498,435,528112040,11578,Inside,NridgHt,Norm,1Fam,1Story,9,5,2008,2008,Unf,Y,1736,2,0,3,1,Ex,7,1,3.0,Y,360000
499,812,906226110,7018,Inside,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,NB,Y,1535,2,0,4,2,TA,8,0,2.0,Y,118858
500,1202,534251280,9130,Inside,NWAmes,Feedr,1Fam,2Story,6,8,1966,2000,GLQ,Y,1632,1,1,4,1,Gd,7,0,2.0,Y,173000
501,666,535383120,10800,Corner,OldTown,Norm,1Fam,1Story,3,5,1890,1998,Unf,Y,725,1,1,1,1,TA,4,0,1.0,Y,78500
502,1751,528240020,8244,Inside,Gilbert,Norm,1Fam,2Story,7,5,2004,2004,Unf,Y,1720,2,1,3,1,Gd,7,1,2.0,Y,183500
503,705,902135020,6000,Inside,OldTown,Norm,2fmCon,1Story,4,4,1953,1953,Unf,N,936,1,0,2,1,TA,4,0,2.0,Y,93000
504,1744,528228375,3621,Inside,Blmngtn,Norm,TwnhsE,1Story,8,5,2003,2003,GLQ,Y,1589,2,0,2,1,Gd,7,1,3.0,Y,226500
505,357,527163040,7837,Inside,Gilbert,Norm,1Fam,2Story,6,7,1993,1994,Unf,Y,1571,2,1,3,1,TA,7,1,2.0,Y,178000
506,2133,907192120,10665,Inside,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,GLQ,Y,1479,2,0,3,1,Gd,7,0,2.0,Y,226000
507,989,924100060,10457,Inside,Mitchel,Norm,1Fam,2Story,5,7,1969,1969,BLQ,Y,1632,1,1,4,1,TA,7,1,2.0,Y,173000
508,562,532378120,8281,Inside,Sawyer,Norm,1Fam,1Story,5,5,1965,1965,Rec,Y,864,1,0,3,1,TA,5,1,1.0,Y,62383
509,1054,528104080,14948,Inside,NridgHt,Norm,1Fam,2Story,9,5,2008,2008,GLQ,Y,2713,2,1,3,1,Ex,11,1,3.0,Y,446261
510,2850,909250070,7000,Inside,SWISU,Feedr,1Fam,2Story,7,8,1926,1997,ALQ,Y,1479,1,0,3,1,Gd,6,2,1.0,Y,160000
511,1082,528228405,3940,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2004,2004,GLQ,Y,1576,2,0,2,1,Gd,7,1,3.0,Y,219990
512,1440,907187080,9382,CulDSac,CollgCr,Norm,1Fam,1Story,7,5,1999,2000,Unf,Y,1479,2,0,3,1,Gd,6,0,2.0,Y,191000
513,2006,903201090,6854,Inside,BrkSide,Norm,1Fam,1Story,5,7,1925,1994,LwQ,N,1060,1,0,1,1,TA,6,1,1.0,Y,136500
514,2082,905475520,11515,CulDSac,Edwards,Norm,1Fam,1Story,4,5,1958,1994,NB,N,943,1,0,3,1,Gd,5,0,1.0,N,80000
515,2344,527302080,13837,Corner,NWAmes,Norm,1Fam,1.5Fin,7,5,1988,1988,GLQ,Y,2183,2,1,4,1,Gd,9,0,3.0,Y,229000
516,248,906223090,9938,Inside,SawyerW,Norm,1Fam,2Story,7,5,1993,1994,GLQ,Y,1949,2,1,3,1,Gd,8,1,2.0,Y,236000
517,2276,921128030,12633,Inside,Timber,PosA,1Fam,1Story,10,5,2006,2007,Unf,Y,1824,2,0,3,1,Ex,8,1,3.0,Y,392000
518,755,903451090,6876,Inside,IDOTRR,Norm,1Fam,2Story,6,5,1927,1950,BLQ,Y,1930,2,0,4,1,TA,8,0,1.0,Y,149000
519,1178,533236090,3951,Inside,Somerst,Norm,TwnhsE,2Story,10,5,1998,1999,BLQ,Y,2393,2,1,2,1,Ex,7,1,2.0,Y,345000
520,2636,902100110,9856,Corner,OldTown,Norm,1Fam,2Story,5,8,1900,2005,Unf,Y,2014,2,0,5,1,TA,8,0,2.0,Y,169000
521,2077,905377050,17808,Inside,Edwards,Feedr,1Fam,1Story,4,5,1946,1950,Unf,N,1242,1,0,2,1,TA,4,0,1.0,N,109900
522,2930,924151050,9627,Inside,Mitchel,Norm,1Fam,2Story,7,5,1993,1994,LwQ,Y,2000,2,1,3,1,TA,9,1,3.0,Y,188000
523,737,903227090,6000,Inside,BrkSide,Norm,1Fam,1.5Fin,6,6,1939,1950,Unf,Y,1412,1,0,4,1,TA,6,1,1.0,Y,132500
524,837,907126050,9757,Inside,CollgCr,Norm,1Fam,1Story,5,7,1994,1994,ALQ,Y,990,1,0,3,1,TA,5,0,1.0,Y,143000
525,2086,905478140,9280,Inside,Edwards,Norm,1Fam,1Story,5,6,1951,1951,ALQ,Y,1342,1,0,4,1,TA,7,0,1.0,Y,125000
526,2385,528114010,14780,Corner,NridgHt,Norm,1Fam,1Story,9,5,2005,2005,GLQ,Y,1868,2,0,2,1,Ex,7,1,3.0,Y,415000
527,189,902402130,7740,Inside,OldTown,Norm,1Fam,2Story,4,7,1910,1950,Unf,Y,1363,1,0,3,1,TA,6,0,2.0,Y,125500
528,635,535175030,9600,Inside,NAmes,Feedr,1Fam,1Story,6,6,1958,1988,Rec,Y,1632,2,0,3,1,TA,6,1,1.0,Y,139000
529,432,528110010,13478,Corner,NridgHt,Norm,1Fam,2Story,10,5,2008,2008,GLQ,Y,2296,2,1,3,1,Ex,10,1,3.0,Y,451950
530,900,908275040,10926,Inside,Edwards,Norm,Duplex,1Story,5,5,1959,1959,Unf,Y,1678,2,0,6,2,TA,10,0,0.0,Y,119900
531,966,916455070,6853,Inside,Timber,Norm,1Fam,1Story,8,5,2001,2002,GLQ,Y,1296,2,0,2,1,Gd,6,0,2.0,Y,220000
532,1612,526352080,10667,Inside,NAmes,Norm,1Fam,1Story,6,6,1971,1971,BLQ,Y,1587,2,0,3,1,TA,7,1,2.0,Y,167300
533,904,909101100,8212,Inside,Edwards,Norm,1Fam,1.5Fin,5,6,1941,1950,Rec,Y,1298,1,0,3,1,TA,6,2,1.0,Y,122000
534,2487,532351090,9100,Inside,Sawyer,RRAe,Duplex,1Story,5,5,1963,1963,Rec,Y,1728,2,0,6,2,TA,10,0,2.0,Y,125000
535,1304,902205090,6000,Inside,OldTown,Norm,1Fam,1Story,5,6,1957,1957,Rec,Y,928,1,0,3,1,TA,5,0,1.0,Y,112500
536,2112,906394020,9316,Inside,CollgCr,Norm,1Fam,2Story,7,5,2005,2006,Unf,Y,1795,2,1,3,1,Gd,7,0,2.0,Y,191000
537,1244,535180100,9464,Corner,NAmes,Norm,1Fam,1Story,6,7,1958,1958,BLQ,Y,1080,1,0,3,1,TA,5,0,1.0,Y,136000
538,843,907175100,10400,Corner,CollgCr,Norm,1Fam,2Story,7,5,1998,1998,Unf,Y,1779,2,1,3,1,Gd,6,0,2.0,Y,197900
539,2689,903430090,5310,Corner,OldTown,Feedr,1Fam,1.5Fin,6,8,1910,2003,Unf,Y,1635,1,0,2,1,Gd,5,0,1.0,Y,117000
540,2753,906380170,7406,Inside,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,GLQ,Y,1220,2,0,2,1,Gd,6,0,2.0,Y,194000
541,1169,533215030,4538,Inside,Somerst,Norm,TwnhsE,1Story,9,5,2001,2001,GLQ,Y,1310,1,1,1,1,Gd,5,1,2.0,Y,285000
542,1376,904351280,10106,Inside,Edwards,Norm,2fmCon,1.5Fin,5,7,1940,1999,ALQ,Y,1355,2,0,4,2,TA,6,0,0.0,Y,127500
543,2503,533128030,13346,CulDSac,NoRidge,Norm,1Fam,2Story,7,5,1992,2000,GLQ,Y,2295,2,1,4,1,Gd,9,1,2.0,Y,268000
544,1987,902206270,9639,Inside,OldTown,Artery,1Fam,2Story,4,8,1900,1950,Unf,Y,1798,2,1,4,1,TA,7,0,2.0,N,137000
545,1190,534129060,15387,CulDSac,NWAmes,Norm,1Fam,1Story,7,7,1967,1967,ALQ,Y,1620,2,0,4,1,Gd,8,1,2.0,Y,215000
546,1930,535300040,10050,Inside,NAmes,Norm,1Fam,1Story,5,5,1955,1955,Rec,Y,1216,1,0,3,1,TA,5,0,1.0,Y,129500
547,2677,903231190,6240,Inside,BrkSide,Norm,1Fam,1.5Fin,5,4,1936,1950,Unf,Y,1344,1,0,3,1,TA,7,0,1.0,Y,115000
548,1256,535375160,7506,Corner,OldTown,Norm,1Fam,1.5Fin,5,8,1925,1950,Unf,Y,1159,1,0,3,1,TA,5,0,1.0,N,114000
549,2484,531478010,8900,Inside,SawyerW,Norm,1Fam,1Story,4,4,1966,1966,Rec,Y,1056,1,0,2,1,TA,5,0,1.0,Y,107000
550,1253,535352080,8480,Inside,NAmes,Norm,1Fam,1.5Fin,5,5,1947,1950,Rec,Y,1216,1,0,2,1,TA,6,0,1.0,Y,118500
551,1337,903227080,6000,Corner,BrkSide,Norm,1Fam,1.5Fin,6,7,1929,1950,Unf,Y,1158,1,0,3,1,TA,5,1,1.0,Y,120000
552,1788,528439040,8847,Inside,Somerst,Norm,1Fam,1Story,8,5,2005,2005,GLQ,Y,1538,2,0,3,1,Gd,7,0,2.0,Y,260000
553,141,535152130,8050,Inside,NAmes,Norm,1Fam,1Story,5,5,1959,1959,BLQ,Y,1143,1,0,3,1,TA,6,0,1.0,Y,136000
554,1669,527404140,8294,Inside,NAmes,Norm,1Fam,1Story,4,5,1971,1971,Unf,Y,872,1,0,3,1,TA,5,0,4.0,Y,123000
555,1366,903458110,7920,Inside,IDOTRR,Artery,1Fam,1.5Fin,6,7,1920,1950,Unf,Y,1406,1,0,3,1,Fa,6,0,0.0,N,89500
556,52,528218150,18494,Corner,Gilbert,Norm,1Fam,1Story,6,5,2005,2005,Unf,Y,1324,2,0,3,1,Gd,6,0,2.0,Y,199500
557,1380,905104080,7162,Inside,Sawyer,Norm,1Fam,1Story,5,7,1966,1966,Unf,Y,904,1,0,3,1,TA,6,0,1.0,Y,109900
558,919,909257050,10918,Inside,Crawfor,Norm,1Fam,2Story,7,9,1926,2004,Unf,Y,2080,1,1,3,1,Gd,9,2,1.0,Y,234000
559,2804,907290230,4435,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,GLQ,Y,848,1,0,1,1,Gd,3,1,2.0,Y,155900
560,782,905229040,11250,Inside,ClearCr,Norm,1Fam,1.5Fin,4,5,1957,1989,Unf,Y,1788,1,0,5,1,TA,8,2,1.0,Y,161500
561,956,916176030,14375,CulDSac,Timber,Norm,1Fam,SLvl,6,6,1958,1958,GLQ,Y,1344,1,0,3,1,Gd,7,1,2.0,Y,137500
562,187,902401060,9045,Inside,OldTown,Norm,2fmCon,2Story,5,3,1910,1950,Unf,N,2256,2,0,4,2,Fa,12,0,0.0,N,76500
563,2074,905352180,10029,Corner,ClearCr,Norm,1Fam,2Story,6,5,1988,1989,GLQ,Y,2060,2,1,4,1,TA,8,1,2.0,Y,211000
564,1039,527427110,4060,Inside,NAmes,Norm,TwnhsE,1Story,6,5,1998,1999,GLQ,Y,1337,2,0,2,1,Gd,5,0,2.0,Y,181000
565,1210,534401130,9020,Inside,NAmes,Norm,1Fam,SLvl,6,7,1966,1966,Rec,Y,1165,1,1,3,1,TA,6,0,2.0,Y,174900
566,2710,905103140,11777,Inside,Sawyer,Norm,1Fam,SLvl,5,6,1966,1966,LwQ,Y,1320,1,0,3,1,TA,6,2,2.0,Y,164500
567,44,528138060,10171,Inside,NridgHt,Norm,1Fam,1Story,7,5,2004,2004,GLQ,Y,1535,2,0,3,1,Gd,7,0,2.0,Y,214000
568,1026,527354160,10400,Inside,NWAmes,Norm,1Fam,2Story,7,6,1980,1988,Unf,Y,2044,2,1,3,1,TA,7,1,2.0,Y,185000
569,1343,903231080,6240,Inside,BrkSide,Norm,1Fam,1.5Fin,4,7,1929,1950,BLQ,Y,1136,1,0,2,1,TA,6,0,1.0,Y,123000
570,2248,914452090,12150,CulDSac,Mitchel,Norm,1Fam,SFoyer,6,6,1979,1979,GLQ,Y,1299,2,0,2,1,Gd,5,1,2.0,Y,183500
571,1849,533236040,2645,Inside,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Unf,Y,1441,2,1,2,1,Gd,5,0,2.0,Y,174000
572,2076,905377020,22692,Inside,Edwards,Norm,1Fam,1Story,5,5,1953,1953,Rec,Y,1630,2,0,3,1,TA,6,1,2.0,P,130000
573,2641,902106040,9600,Inside,OldTown,Norm,1Fam,2Story,7,7,1925,1990,LwQ,Y,1641,1,1,3,1,Ex,6,1,2.0,Y,178000
574,5,527105010,13830,Inside,Gilbert,Norm,1Fam,2Story,5,5,1997,1998,GLQ,Y,1629,2,1,3,1,TA,6,1,2.0,Y,189900
575,878,907290180,4435,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2003,2004,GLQ,Y,848,1,0,1,1,Gd,4,0,2.0,Y,144000
576,1548,910202100,5890,Corner,IDOTRR,Norm,1Fam,1Story,6,8,1930,2007,ALQ,Y,816,1,0,2,1,TA,5,0,1.0,Y,120500
577,841,907135040,10859,Corner,CollgCr,Norm,1Fam,1Story,5,5,1994,1995,Unf,Y,1097,1,1,3,1,TA,6,0,2.0,Y,145000
578,1621,527126030,5330,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,2000,2000,GLQ,Y,1652,2,0,2,1,Ex,6,0,2.0,Y,251000
579,218,905101310,10778,Inside,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Unf,N,1768,2,0,4,2,TA,8,0,0.0,Y,136500
580,1504,908204160,6845,Inside,Edwards,Norm,Duplex,1Story,4,5,1955,1955,NB,N,1152,2,0,2,2,TA,6,0,0.0,N,82500
581,946,912251110,21780,Inside,IDOTRR,Norm,1Fam,1Story,2,4,1910,1950,NB,N,810,1,0,1,1,TA,4,0,1.0,N,57625
582,455,528175050,10307,Inside,NridgHt,Norm,TwnhsE,1Story,7,5,2007,2008,GLQ,Y,1358,2,0,2,1,Gd,6,1,2.0,Y,212500
583,2906,923203090,4500,FR2,Mitchel,Norm,Twnhs,1Story,6,5,1998,1998,GLQ,Y,1216,2,0,2,1,TA,5,0,2.0,Y,164000
584,2878,910226060,9060,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,5,1957,1957,Unf,Y,1638,2,0,4,1,Gd,6,0,1.0,Y,139000
585,1173,533217050,2160,Inside,Somerst,Norm,Twnhs,2Story,7,5,1999,2000,BLQ,Y,1252,2,1,2,1,Gd,4,0,2.0,Y,160000
586,985,923276260,7669,Inside,Mitchel,Norm,1Fam,SFoyer,5,6,1992,1993,GLQ,Y,883,1,0,2,1,TA,5,1,2.0,Y,149000
587,975,923225490,9858,Inside,Mitchel,Norm,1Fam,1Story,5,6,1968,1968,BLQ,Y,874,1,0,3,1,TA,5,0,1.0,Y,130000
588,202,903425110,10300,Inside,OldTown,RRAn,1Fam,2Story,7,6,1921,1950,Unf,Y,1710,2,0,3,1,TA,9,0,2.0,Y,140000
589,528,528480170,8125,Corner,Somerst,Norm,1Fam,1Story,8,5,2008,2009,Unf,Y,1836,2,0,3,1,Gd,8,1,2.0,Y,264500
590,2579,535179050,14850,Inside,NAmes,Norm,1Fam,1Story,5,5,1957,1957,Rec,Y,1092,1,0,2,1,TA,6,1,1.0,Y,141000
591,1841,533208040,4274,Inside,Somerst,Norm,TwnhsE,1Story,7,5,2006,2007,GLQ,Y,1241,1,1,1,1,Gd,4,0,2.0,Y,199900
592,591,534152120,9650,Inside,NWAmes,Norm,1Fam,1Story,6,5,1977,1977,ALQ,Y,1334,2,0,2,1,TA,6,1,2.0,Y,167900
593,1897,534425080,14585,CulDSac,NAmes,Norm,1Fam,1Story,6,6,1960,1987,BLQ,Y,1429,1,0,3,1,Gd,7,2,2.0,Y,181900
594,70,528458110,9000,Inside,Somerst,Norm,1Fam,1Story,8,5,2008,2008,GLQ,Y,1566,2,0,3,1,Gd,7,0,2.0,Y,262500
595,590,534151120,13774,Inside,NWAmes,Norm,1Fam,2Story,7,7,1977,1992,GLQ,Y,2288,1,2,4,1,Gd,8,2,2.0,Y,230000
596,1172,533215080,5119,CulDSac,Somerst,Norm,TwnhsE,1Story,9,5,1999,2000,GLQ,Y,1709,2,0,2,1,Gd,5,1,2.0,Y,328900
597,1714,528172070,9254,Inside,NridgHt,Norm,1Fam,1Story,8,5,2005,2005,GLQ,Y,1721,2,0,3,1,Gd,7,0,2.0,Y,232698
598,829,906380220,10324,Corner,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,GLQ,Y,1254,2,0,2,1,Gd,5,0,3.0,Y,221800
599,1397,905227050,8375,Corner,Sawyer,Norm,1Fam,1.5Fin,5,7,1941,1973,ALQ,Y,1350,1,1,2,1,Gd,6,0,3.0,N,152400
600,877,907290090,9750,Inside,CollgCr,Norm,1Fam,1Story,7,5,2000,2001,Unf,Y,1630,2,0,3,1,Gd,6,1,2.0,Y,213000
601,2477,531376050,7632,Inside,SawyerW,Norm,1Fam,2Story,7,5,2005,2005,Unf,Y,1585,2,1,3,1,Gd,7,0,2.0,Y,184900
602,2871,909428110,15750,Corner,Crawfor,Norm,2fmCon,1Story,5,5,1953,1953,BLQ,Y,1336,1,0,2,1,TA,5,2,1.0,Y,157000
603,2489,532353030,9240,Inside,Sawyer,Norm,1Fam,1Story,5,6,1962,2002,BLQ,Y,1211,1,0,2,1,TA,6,1,2.0,Y,144000
604,1655,527354050,10400,Inside,NWAmes,Norm,1Fam,1Story,6,5,1979,1999,GLQ,Y,1353,2,0,2,1,TA,5,1,2.0,Y,192350
605,1891,534401120,8800,Inside,NAmes,Norm,1Fam,1Story,7,6,1966,1966,BLQ,Y,1200,2,0,3,1,TA,6,1,2.0,Y,163500
606,1419,906204150,11839,Inside,SawyerW,Norm,1Fam,2Story,7,5,1990,1990,GLQ,Y,2329,2,1,4,1,Gd,10,1,2.0,Y,262280
607,1473,907405020,9135,Inside,CollgCr,Norm,1Fam,1Story,7,5,2002,2003,GLQ,Y,1536,2,0,3,1,Gd,7,0,2.0,Y,214000
608,2868,909425120,14115,Inside,Crawfor,Norm,1Fam,1Story,6,7,1956,2004,ALQ,Y,1811,1,0,2,1,Ex,6,1,2.0,Y,230000
609,1695,528108160,14154,Corner,NridgHt,Norm,1Fam,2Story,7,5,2006,2006,Unf,Y,2172,2,1,3,1,Gd,9,1,3.0,Y,280000
610,2244,911128010,6565,Corner,IDOTRR,Norm,1Fam,1Story,4,6,1957,1980,GLQ,Y,1073,1,0,3,1,TA,6,0,2.0,Y,140000
611,169,535477020,7700,Inside,NAmes,PosN,1Fam,2Story,6,5,1966,1966,Unf,Y,1839,1,1,4,1,TA,7,1,2.0,Y,155000
612,2670,902456015,4761,Corner,IDOTRR,Norm,1Fam,1.5Unf,3,3,1918,1950,Unf,N,1020,1,0,2,1,Fa,5,0,0.0,N,64500
613,247,906204230,12361,CulDSac,SawyerW,Norm,1Fam,2Story,6,7,1993,1993,GLQ,Y,1802,2,1,3,1,Gd,8,1,4.0,Y,218000
614,2137,907200250,9720,Inside,CollgCr,Norm,1Fam,SLvl,5,7,1977,1977,ALQ,Y,1009,2,0,3,1,TA,6,1,2.0,Y,160000
615,1794,528456190,8640,Inside,Somerst,Norm,1Fam,1Story,8,5,2007,2007,GLQ,Y,1338,2,0,3,1,Gd,6,0,2.0,Y,208900
616,1498,908154080,47007,Inside,Edwards,Norm,1Fam,1Story,5,7,1959,1996,NB,Y,3820,3,1,5,1,Ex,11,2,2.0,Y,284700
617,1164,533212140,3180,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2007,2007,Unf,Y,1392,2,0,2,1,Gd,5,0,2.0,Y,146000
618,1179,533250050,14963,Inside,Veenker,Norm,TwnhsE,1Story,8,5,1996,1996,GLQ,Y,1288,1,1,1,1,Ex,4,2,2.0,Y,245500
619,1340,903228090,5000,Inside,BrkSide,Norm,1Fam,1.5Unf,6,7,1926,1950,Unf,Y,1013,1,0,3,1,TA,6,0,1.0,Y,113000
620,436,528116010,16870,FR3,NridgHt,Norm,1Fam,1Story,8,5,2004,2005,GLQ,Y,1782,2,0,3,1,Gd,7,2,3.0,Y,296000
621,1636,527210060,14157,Corner,StoneBr,Norm,1Fam,1Story,9,5,2005,2006,GLQ,Y,1922,2,0,3,1,Gd,8,1,3.0,Y,377426
622,421,528102040,12456,FR2,NridgHt,Norm,1Fam,1Story,10,5,2006,2007,GLQ,Y,1718,2,0,3,1,Ex,7,1,3.0,Y,337500
623,457,528176030,14836,Inside,NridgHt,Norm,1Fam,1Story,10,5,2004,2005,GLQ,Y,2492,2,1,2,1,Ex,8,1,3.0,Y,552000
624,2834,908225180,6956,Inside,Edwards,Norm,1Fam,1.5Fin,4,7,1948,1950,Unf,Y,936,1,0,3,1,TA,5,0,1.0,Y,97900
625,517,528456240,7862,Inside,Somerst,Norm,1Fam,1Story,6,5,2009,2009,GLQ,Y,1218,2,0,2,1,Gd,4,0,2.0,Y,208300
626,1566,914467050,11050,Inside,Mitchel,Norm,1Fam,2Story,7,5,1996,1997,Unf,Y,1820,2,1,3,1,Gd,8,1,3.0,Y,213000
627,1439,907187030,8924,CulDSac,CollgCr,Norm,1Fam,2Story,7,5,1998,1999,Unf,Y,1724,2,1,3,1,Gd,8,0,2.0,Y,188000
628,2577,535177100,9610,Corner,NAmes,Feedr,1Fam,1Story,6,6,1958,1958,Rec,Y,1336,1,1,3,1,TA,7,1,2.0,Y,162000
629,2241,910205130,13710,Inside,IDOTRR,Norm,1Fam,1.5Fin,5,5,1950,1950,BLQ,Y,1558,1,1,4,1,TA,6,0,1.0,Y,152000
630,71,528477080,12552,Corner,Somerst,Norm,1Fam,2Story,7,5,2004,2005,GLQ,Y,1947,2,1,3,1,Gd,8,1,2.0,Y,254900
631,1143,531384030,14565,CulDSac,SawyerW,Norm,1Fam,2Story,7,5,1994,1995,GLQ,Y,1657,2,1,3,1,Gd,6,0,2.0,Y,189000
632,1021,527302185,18559,CulDSac,NWAmes,Norm,1Fam,1Story,7,5,1978,1978,GLQ,Y,2064,2,0,3,1,Gd,7,2,2.0,Y,235000
633,1416,905479110,10880,Inside,Edwards,Norm,2fmCon,1Story,5,5,1950,1950,ALQ,N,1164,1,0,3,1,TA,5,0,1.0,Y,125000
634,35,527453150,2280,FR2,NPkVill,Norm,Twnhs,1Story,7,6,1975,1975,Unf,Y,836,1,0,2,1,TA,4,0,1.0,Y,120000
635,2904,923125030,31250,Inside,Mitchel,Artery,1Fam,1Story,1,3,1951,1951,NB,Y,1600,1,1,3,1,TA,6,0,1.0,N,81500
636,2174,908127100,11841,Inside,Edwards,Norm,Duplex,SFoyer,6,5,1990,1990,GLQ,Y,816,1,0,3,1,TA,5,0,0.0,Y,118500
637,522,528458160,9187,Inside,Somerst,Norm,1Fam,1Story,9,5,2009,2009,GLQ,Y,1766,2,1,2,1,Ex,7,1,3.0,Y,370878
638,2211,909275030,6270,Inside,Crawfor,Norm,Duplex,2Story,5,6,1949,1950,BLQ,N,2002,2,0,4,2,TA,8,0,3.0,Y,145000
639,1539,909425010,15660,Corner,Crawfor,Norm,1Fam,1.5Fin,7,9,1939,2006,BLQ,Y,1954,1,1,3,1,Gd,8,2,2.0,Y,311500
640,2420,528228280,3087,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2006,2006,GLQ,Y,1364,2,0,2,1,Gd,6,1,2.0,Y,210250
641,2779,907192010,13450,Corner,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,GLQ,Y,1861,2,1,3,1,Gd,8,0,2.0,Y,200000
642,953,914476020,10125,Inside,Mitchel,Norm,Duplex,1.5Fin,5,5,1977,1977,NB,Y,1734,2,0,4,2,Gd,8,0,2.0,Y,126000
643,658,535377150,8146,Corner,OldTown,Norm,1Fam,2Story,4,8,1900,2003,Unf,Y,1039,1,0,2,1,TA,6,0,1.0,N,114000
644,714,902301060,9600,Inside,OldTown,Norm,1Fam,2Story,4,4,1910,1950,Unf,Y,1510,2,0,3,1,Gd,7,0,2.0,N,87500
645,1637,527212060,12328,Inside,StoneBr,Norm,1Fam,2Story,8,5,2005,2005,GLQ,Y,2541,3,1,4,1,Ex,10,1,3.0,Y,349265
646,538,531369020,10141,Inside,SawyerW,Norm,1Fam,1Story,8,5,2004,2004,BLQ,Y,1512,2,0,3,1,Gd,6,0,3.0,Y,203000
647,546,531385020,8529,Inside,SawyerW,Norm,1Fam,1Story,7,5,2001,2001,GLQ,Y,1434,2,0,3,1,Gd,6,1,2.0,Y,189000
648,533,528490070,8127,Inside,Somerst,Norm,1Fam,2Story,7,5,2003,2003,GLQ,Y,1653,2,1,3,1,Gd,6,0,2.0,Y,209000
649,718,902327070,8400,Corner,OldTown,Artery,1Fam,2Story,6,7,1900,1950,Unf,Y,2007,2,0,3,1,Ex,8,0,1.0,Y,160000
650,1830,532479050,10751,CulDSac,Sawyer,RRAe,1Fam,1Story,5,5,1974,1974,ALQ,Y,1037,1,0,2,1,TA,5,0,2.0,Y,129000
651,2929,924100070,10010,Inside,Mitchel,Norm,1Fam,1Story,5,5,1974,1975,ALQ,Y,1389,1,0,2,1,TA,6,1,2.0,Y,170000
